 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,13.395,252.825,23.459,0,255,25.588,255
2,9.703,255.000,0.000,255,255,14.783,255
3,22.931,248.940,38.847,0,255,37.681,255
4,19.714,234.082,69.991,0,255,28.573,255
5,11.716,224.392,82.905,0,255,18.304,255
6,11.540,254.029,15.712,0,255,20.137,255
7,10.485,227.854,78.680,0,255,17.298,255
8,28.354,252.787,23.657,0,255,55.642,255
9,17.684,236.116,66.791,0,255,18.111,255
10,5.335,255.000,0.000,255,255,12.739,255
11,6.776,255.000,0.000,255,255,20.622,255
12,18.888,223.674,83.726,0,255,18.116,255
13,12.357,218.908,88.918,0,255,21.893,255
14,19.705,153.660,124.815,0,255,18.103,255
15,10.617,250.778,32.552,0,255,17.457,255
16,7.022,244.149,51.503,0,255,13.017,255
17,13.438,244.660,50.314,0,255,22.222,255
18,31.368,211.631,95.817,0,255,37.293,255
19,23.291,216.509,91.306,0,255,23.438,255
20,7.743,251.237,30.764,0,255,13.616,255
21,11.065,254.797,7.187,0,255,24.033,255
22,17.385,243.913,52.016,0,255,20.677,255
23,9.079,254.259,13.729,0,255,15.500,255
24,19.310,220.064,87.702,0,255,26.209,255
25,19.433,180.380,116.043,0,255,22.400,255
26,5.730,242.094,55.941,0,255,9.616,255
27,6.135,223.947,83.452,0,255,11.481,255
28,16.901,243.198,53.588,0,255,23.777,255
29,23.282,214.281,93.427,0,255,29.963,255
30,14.133,241.203,57.705,0,255,29.995,255
31,8.640,255.000,0.000,255,255,15.642,255
32,21.261,224.113,83.217,0,255,26.241,255
33,10.125,242.383,55.325,0,255,22.359,255
34,6.847,248.780,39.361,0,255,14.673,255
35,17.077,222.321,85.258,0,255,28.408,255
36,29.259,207.049,99.656,0,255,44.342,255
37,7.559,253.814,17.360,0,255,14.375,255
38,15.117,221.642,86.010,0,255,19.483,255
39,12.454,250.501,33.583,0,255,18.353,255
40,10.503,231.741,73.448,0,255,21.078,255
41,10.547,246.500,45.793,0,255,19.355,255
42,6.583,255.000,0.000,255,255,23.054,255
43,15.012,210.957,96.419,0,255,26.135,255
44,8.692,237.209,64.995,0,255,14.042,255
45,19.011,255.000,0.000,255,255,23.387,255
46,21.076,209.381,97.754,0,255,22.584,255
47,7.515,218.018,89.846,0,255,14.796,255
48,8.367,255.000,0.000,255,255,14.010,255
49,18.070,183.684,114.481,0,255,26.478,255
50,26.218,159.599,123.414,0,255,24.220,255
51,5.854,255.000,0.000,255,255,19.406,255
52,11.979,255.000,0.000,255,255,16.612,255
53,6.636,255.000,0.000,255,255,13.548,255
54,9.879,223.238,84.242,0,255,22.150,255
55,13.605,236.221,66.625,0,255,15.839,255
56,20.531,205.113,101.177,0,255,22.345,255
57,10.890,248.002,41.675,0,255,33.268,255
58,9.958,173.526,118.955,0,255,16.826,255
59,14.335,245.463,48.399,0,255,17.728,255
60,5.010,255.000,0.000,255,255,14.485,255
61,4.052,255.000,0.000,255,255,11.248,255
62,16.084,253.467,19.716,0,255,17.517,255
63,6.768,253.344,20.495,0,255,16.694,255
64,20.672,247.194,43.937,0,255,46.598,255
65,7.989,240.974,58.170,0,255,16.991,255
66,12.322,250.635,33.089,0,255,21.213,255
67,20.285,221.192,86.495,0,255,25.226,255
68,18.501,230.166,75.621,0,255,23.164,255
69,16.014,248.282,40.852,0,255,23.480,255
70,9.633,228.244,78.183,0,255,12.771,255
71,15.565,222.315,85.267,0,255,28.241,255
