 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,19.957,206.709,99.928,0,255,25.911,255
2,18.435,252.239,26.397,0,255,88.762,255
3,22.160,173.406,118.967,0,255,32.532,255
4,13.011,252.302,26.099,0,255,40.643,255
5,0.916,255.000,0.000,255,255,6.098,255
6,22.875,188.392,112.037,0,255,26.715,255
7,37.222,197.935,106.288,0,255,77.945,255
8,5.025,252.904,23.039,0,255,20.686,255
9,16.370,227.548,79.052,0,255,32.988,255
10,20.294,209.588,97.576,0,255,25.765,255
11,11.393,254.846,6.268,0,255,34.166,255
12,6.794,248.283,40.859,0,255,16.251,255
13,29.759,241.256,57.590,0,255,47.899,255
14,12.357,198.460,105.959,0,255,18.162,255
15,10.285,241.857,56.398,0,255,38.782,255
16,12.728,249.484,37.108,0,255,27.788,255
17,4.881,244.210,51.368,0,255,17.278,255
18,2.334,255.000,0.000,255,255,10.857,255
19,9.479,248.889,39.014,0,255,19.080,255
20,5.018,255.000,0.000,255,255,26.534,255
21,1.432,255.000,0.000,255,255,6.281,255
22,5.225,233.834,70.398,0,255,16.328,255
23,19.344,191.931,110.042,0,255,24.005,255
24,17.210,220.524,87.211,0,255,19.318,255
25,11.221,238.261,63.172,0,255,18.655,255
26,18.084,252.864,23.242,0,255,40.742,255
27,3.187,255.000,0.000,255,255,11.732,255
28,10.409,232.738,72.004,0,255,18.869,255
29,13.348,230.933,74.570,0,255,18.534,255
30,3.931,255.000,0.000,255,255,18.983,255
31,6.863,254.744,8.076,0,255,19.172,255
32,20.487,133.584,127.376,0,255,28.055,255
33,5.032,208.256,98.732,0,255,9.343,255
34,5.900,255.000,0.000,255,255,11.658,255
35,6.746,207.383,99.424,0,255,16.385,255
36,1.267,255.000,0.000,255,255,7.798,255
37,1.783,255.000,0.000,255,255,6.673,255
38,0.978,255.000,0.000,255,255,6.232,255
39,6.333,254.723,8.407,0,255,24.778,255
40,8.185,253.499,19.516,0,255,14.507,255
41,6.519,254.731,8.286,0,255,27.569,255
42,3.008,255.000,0.000,255,255,8.024,255
43,13.665,234.189,69.830,0,255,31.843,255
44,9.507,222.871,84.651,0,255,16.004,255
45,3.855,253.179,21.494,0,255,12.362,255
46,6.258,248.828,39.209,0,255,21.244,255
47,3.869,236.397,66.375,0,255,12.313,255
48,6.815,227.182,79.537,0,255,18.194,255
49,10.670,226.868,79.915,0,255,16.935,255
50,21.526,185.521,113.551,0,255,25.539,255
51,9.280,249.325,37.630,0,255,16.809,255
52,1.322,255.000,0.000,255,255,6.183,255
53,14.752,237.389,64.673,0,255,23.616,255
54,10.223,228.212,78.214,0,255,17.982,255
55,7.146,253.526,19.340,0,255,18.108,255
56,19.592,223.103,84.374,0,255,44.962,255
57,7.965,242.658,54.750,0,255,20.185,255
58,9.700,249.028,38.579,0,255,29.686,255
59,7.469,223.272,84.205,0,255,15.389,255
60,2.285,255.000,0.000,255,255,11.574,255
61,7.683,247.917,41.924,0,255,15.175,255
62,9.335,223.971,83.395,0,255,19.469,255
63,8.832,253.410,20.081,0,255,24.570,255
64,8.096,223.776,83.625,0,255,15.349,255
65,8.233,227.283,79.404,0,255,12.176,255
66,1.081,255.000,0.000,255,255,8.911,255
67,1.755,255.000,0.000,255,255,8.296,255
68,10.464,233.023,71.586,0,255,19.084,255
69,1.232,255.000,0.000,255,255,7.769,255
70,18.828,220.689,87.033,0,255,40.385,255
71,5.748,253.168,21.551,0,255,20.658,255
72,6.794,223.480,83.971,0,255,19.813,255
73,8.378,236.352,66.417,0,255,18.748,255
74,1.831,255.000,0.000,255,255,9.995,255
75,4.495,253.438,19.912,0,255,10.404,255
76,8.543,252.740,23.911,0,255,30.110,255
77,9.459,189.858,111.251,0,255,17.704,255
78,2.327,255.000,0.000,255,255,8.891,255
79,19.268,243.339,53.279,0,255,54.038,255
80,16.122,250.209,34.630,0,255,39.584,255
81,12.488,251.486,29.737,0,255,21.467,255
82,7.166,252.305,26.086,0,255,23.919,255
83,7.545,248.485,40.252,0,255,19.352,255
84,7.868,255.000,0.000,255,255,15.166,255
85,6.168,254.715,8.519,0,255,25.212,255
86,10.477,251.649,29.048,0,255,29.706,255
87,24.913,233.509,70.850,0,255,43.606,255
88,12.240,255.000,0.000,255,255,30.604,255
89,3.903,254.550,10.709,0,255,12.645,255
90,36.451,206.023,100.461,0,255,62.913,255
91,18.125,239.892,60.214,0,255,54.564,255
92,2.017,255.000,0.000,255,255,11.160,255
93,7.483,255.000,0.000,255,255,13.131,255
94,12.598,219.328,88.477,0,255,17.789,255
95,24.548,242.343,55.391,0,255,56.709,255
96,34.530,181.133,115.682,0,255,42.106,255
97,7.758,245.271,48.872,0,255,18.165,255
98,29.739,221.118,86.566,0,255,64.358,255
99,48.532,147.864,125.872,0,255,36.700,255
100,25.182,168.768,120.653,0,255,25.227,255
101,10.051,197.014,106.920,0,255,17.490,255
102,16.349,226.225,80.699,0,255,24.595,255
103,20.149,212.485,95.062,0,255,26.546,255
104,9.789,218.956,88.869,0,255,15.721,255
105,26.352,248.538,40.080,0,255,54.230,255
106,8.970,244.432,50.844,0,255,20.411,255
107,31.756,243.226,53.520,0,255,71.507,255
108,20.590,149.624,125.587,0,255,19.278,255
109,23.254,179.436,116.460,0,255,19.945,255
110,8.880,216.651,91.185,0,255,13.111,255
111,48.649,185.179,113.715,0,255,52.727,255
112,15.331,249.962,35.495,0,255,21.719,255
113,26.779,207.737,99.100,0,255,47.049,255
