 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,9.380,233.473,70.926,0,255,14.045,255
2,22.320,179.731,116.332,0,255,20.795,255
3,11.617,208.229,98.721,0,255,19.302,255
4,7.241,238.038,63.577,0,255,12.374,255
5,16.540,222.150,85.448,0,255,19.002,255
6,4.343,237.744,64.111,0,255,13.278,255
7,8.254,243.902,52.053,0,255,22.100,255
8,8.131,221.461,86.227,0,255,13.511,255
9,8.278,248.210,41.073,0,255,31.738,255
10,10.009,226.713,80.114,0,255,33.107,255
11,2.776,255.000,0.000,255,255,12.982,255
12,13.479,227.044,79.693,0,255,35.628,255
13,8.066,217.576,90.282,0,255,15.490,255
14,3.608,255.000,0.000,255,255,13.057,255
15,5.184,255.000,0.000,255,255,20.835,255
16,3.519,209.443,97.794,0,255,10.461,255
17,4.686,253.667,18.403,0,255,12.845,255
18,6.384,255.000,0.000,255,255,19.439,255
19,4.751,220.387,87.415,0,255,15.697,255
20,13.144,224.590,82.668,0,255,24.656,255
21,11.682,210.273,97.013,0,255,19.451,255
22,21.920,212.927,94.667,0,255,29.199,255
23,16.360,250.928,31.973,0,255,49.990,255
24,5.829,250.000,35.380,0,255,16.195,255
25,4.678,255.000,0.000,255,255,14.432,255
26,12.017,220.007,87.772,0,255,25.466,255
27,28.500,234.547,69.271,0,255,47.637,255
28,8.523,184.655,114.026,0,255,12.383,255
29,15.307,255.000,0.000,255,255,56.582,255
30,10.744,239.692,60.597,0,255,14.353,255
31,9.241,238.330,63.059,0,255,20.698,255
32,3.845,255.000,0.000,255,255,9.131,255
33,9.046,223.931,83.449,0,255,20.950,255
34,8.719,247.121,44.147,0,255,17.014,255
35,5.723,242.996,54.048,0,255,11.321,255
36,10.989,247.611,42.788,0,255,24.175,255
37,4.678,240.314,59.459,0,255,17.076,255
38,13.495,252.840,23.375,0,255,32.773,255
39,2.817,243.913,52.078,0,255,11.462,255
40,9.960,209.852,97.376,0,255,17.142,255
41,8.205,231.910,73.212,0,255,12.789,255
42,17.936,168.994,120.587,0,255,25.400,255
43,7.837,232.422,72.478,0,255,12.440,255
44,28.810,147.046,126.011,0,255,24.079,255
45,13.038,247.815,42.211,0,255,44.558,255
46,7.576,237.963,63.706,0,255,16.469,255
47,7.266,252.994,22.538,0,255,14.618,255
48,21.046,240.756,58.571,0,255,50.563,255
49,8.915,249.162,38.157,0,255,28.715,255
50,1.665,255.000,0.000,255,255,10.078,255
51,1.020,255.000,0.000,255,255,6.257,255
52,4.653,243.368,53.252,0,255,15.269,255
53,15.944,233.065,71.519,0,255,29.159,255
54,7.250,254.139,14.805,0,255,35.473,255
55,4.817,255.000,0.000,255,255,17.098,255
56,2.784,255.000,0.000,255,255,14.503,255
57,6.392,249.464,37.187,0,255,18.701,255
58,14.948,251.658,29.010,0,255,34.730,255
59,2.188,255.000,0.000,255,255,11.991,255
60,2.898,255.000,0.000,255,255,7.831,255
61,12.678,212.473,95.088,0,255,23.602,255
62,17.054,202.633,103.036,0,255,23.568,255
63,16.515,195.756,107.718,0,255,24.175,255
64,3.902,255.000,0.000,255,255,12.418,255
65,3.772,252.240,26.413,0,255,12.013,255
66,15.968,236.879,65.534,0,255,30.298,255
67,8.743,235.000,68.589,0,255,18.208,255
68,11.062,219.055,88.768,0,255,16.516,255
69,1.731,255.000,0.000,255,255,11.726,255
70,3.086,255.000,0.000,255,255,14.397,255
71,12.899,211.263,96.156,0,255,24.373,255
72,4.572,255.000,0.000,255,255,12.767,255
73,9.201,240.519,59.043,0,255,15.921,255
74,13.160,196.945,106.962,0,255,19.196,255
75,4.776,255.000,0.000,255,255,11.555,255
76,17.046,204.562,101.601,0,255,45.129,255
77,3.837,250.660,33.020,0,255,18.812,255
78,17.585,223.391,84.050,0,255,23.734,255
79,2.776,248.250,40.995,0,255,8.610,255
80,8.123,223.477,83.974,0,255,15.662,255
81,4.555,255.000,0.000,255,255,23.434,255
82,13.005,226.186,80.755,0,255,24.453,255
83,9.372,225.679,81.381,0,255,15.005,255
84,8.172,211.439,96.020,0,255,17.402,255
85,20.287,233.245,71.247,0,255,28.230,255
86,7.184,240.511,59.065,0,255,11.502,255
87,10.948,254.810,6.963,0,255,16.556,255
88,6.988,255.000,0.000,255,255,27.538,255
89,7.258,201.074,104.189,0,255,23.681,255
90,17.438,224.199,83.119,0,255,22.903,255
91,18.720,209.405,97.735,0,255,25.057,255
92,7.886,255.000,0.000,255,255,20.329,255
93,8.605,255.000,0.000,255,255,30.354,255
94,16.311,251.554,29.450,0,255,19.426,255
95,25.847,219.561,88.224,0,255,42.648,255
96,2.833,252.795,23.642,0,255,11.365,255
97,2.955,255.000,0.000,255,255,15.415,255
98,4.049,243.175,53.677,0,255,13.930,255
99,13.870,225.883,81.123,0,255,20.479,255
100,25.275,184.084,114.275,0,255,26.035,255
101,7.699,255.000,0.000,255,255,28.102,255
102,11.985,245.272,48.862,0,255,40.679,255
103,17.438,243.539,52.843,0,255,23.964,255
104,9.446,254.339,12.974,0,255,26.634,255
105,19.308,243.463,53.010,0,255,57.554,255
106,7.478,255.000,0.000,255,255,16.653,255
107,18.328,199.797,105.044,0,255,44.561,255
108,7.445,236.546,66.106,0,255,16.481,255
109,25.937,214.065,93.624,0,255,38.300,255
110,28.492,203.781,102.179,0,255,31.486,255
111,1.233,255.000,0.000,255,255,5.640,255
