 ,Area,Mean,StdDev,Min,Max,Perim.,Median
1,4.770,255.000,0.000,255,255,16.093,255
2,18.917,233.852,70.341,0,255,45.093,255
3,1.950,255.000,0.000,255,255,7.213,255
4,46.412,148.974,125.691,0,255,42.650,255
5,3.564,241.374,57.422,0,255,15.745,255
6,18.663,252.150,26.813,0,255,50.290,255
7,23.814,248.008,41.649,0,255,62.803,255
8,9.114,199.433,105.323,0,255,17.282,255
9,11.535,255.000,0.000,255,255,46.694,255
10,10.447,247.253,43.786,0,255,32.460,255
11,1.941,255.000,0.000,255,255,7.380,255
12,12.125,228.108,78.351,0,255,24.170,255
13,38.078,178.239,116.983,0,255,45.353,255
14,40.509,163.093,122.445,0,255,35.151,255
15,22.744,237.410,64.635,0,255,64.434,255
16,1.886,255.000,0.000,255,255,12.247,255
17,2.385,255.000,0.000,255,255,7.570,255
18,7.436,255.000,0.000,255,255,22.888,255
19,4.915,255.000,0.000,255,255,21.555,255
20,1.533,255.000,0.000,255,255,7.570,255
21,12.678,243.873,52.110,0,255,26.357,255
22,2.711,246.472,45.925,0,255,11.801,255
23,11.118,246.472,45.865,0,255,27.505,255
24,7.509,198.949,105.663,0,255,16.724,255
25,1.297,255.000,0.000,255,255,6.749,255
26,19.307,234.279,69.691,0,255,53.895,255
27,13.766,252.984,22.590,0,255,36.850,255
28,54.538,158.368,123.717,0,255,59.761,255
29,6.248,255.000,0.000,255,255,20.297,255
30,4.398,255.000,0.000,255,255,20.970,255
31,4.525,255.000,0.000,255,255,12.280,255
32,15.416,254.250,13.813,0,255,36.613,255
33,21.746,172.907,119.165,0,255,31.082,255
34,1.551,255.000,0.000,255,255,8.881,255
35,3.110,255.000,0.000,255,255,11.374,255
36,1.406,255.000,0.000,255,255,8.388,255
37,10.392,233.861,70.341,0,255,33.027,255
38,1.478,255.000,0.000,255,255,8.457,255
39,21.592,246.861,44.835,0,255,36.580,255
40,1.723,255.000,0.000,255,255,7.120,255
41,28.620,247.163,44.020,0,255,85.927,255
42,3.682,255.000,0.000,255,255,12.099,255
43,9.259,251.254,30.695,0,255,36.765,255
44,21.129,229.719,76.224,0,255,43.787,255
45,4.162,235.556,67.751,0,255,16.441,255
46,4.444,255.000,0.000,255,255,21.072,255
47,7.191,254.035,15.664,0,255,23.167,255
48,19.688,243.489,52.953,0,255,62.287,255
49,40.382,153.813,124.769,0,255,42.404,255
50,1.161,251.016,31.749,0,255,5.350,255
51,1.134,255.000,0.000,255,255,6.516,255
52,19.134,231.313,74.039,0,255,39.938,255
53,18.926,254.023,15.761,0,255,74.550,255
54,3.564,244.618,50.458,0,255,12.494,255
55,26.435,240.916,58.260,0,255,45.711,255
56,7.763,183.207,114.754,0,255,15.150,255
57,10.030,251.311,30.462,0,255,34.327,255
58,2.612,252.344,25.935,0,255,12.401,255
59,15.924,246.142,46.708,0,255,37.346,255
60,7.001,252.027,27.390,0,255,29.651,255
61,1.025,255.000,0.000,255,255,4.756,255
62,12.587,242.875,54.287,0,255,45.567,255
63,11.453,247.732,42.450,0,255,32.679,255
64,1.451,255.000,0.000,255,255,10.260,255
65,36.727,238.441,62.844,0,255,88.180,255
66,33.771,251.508,29.640,0,255,90.984,255
67,32.129,207.210,99.526,0,255,28.870,255
68,46.893,164.954,121.887,0,255,29.433,255
69,6.511,236.177,66.722,0,255,15.656,255
70,27.568,240.237,59.564,0,255,90.435,255
71,5.269,255.000,0.000,255,255,16.855,255
72,20.467,253.418,20.026,0,255,47.314,255
73,24.467,193.944,108.839,0,255,27.292,255
74,10.755,253.710,18.099,0,255,37.713,255
75,4.879,255.000,0.000,255,255,11.564,255
76,4.797,255.000,0.000,255,255,13.367,255
77,32.075,222.413,85.146,0,255,47.606,255
78,44.599,205.276,101.041,0,255,81.110,255
79,4.697,234.817,68.910,0,255,11.226,255
80,38.704,239.287,61.326,0,255,70.615,255
81,1.261,240.324,59.604,0,255,5.081,255
82,18.772,242.435,55.206,0,255,37.458,255
83,35.675,201.848,103.592,0,255,44.212,255
84,5.495,243.218,53.576,0,255,15.745,255
85,19.688,247.248,43.790,0,255,46.078,255
86,8.479,255.000,0.000,255,255,34.095,255
87,46.875,227.571,79.014,0,255,60.665,255
88,27.242,246.596,45.531,0,255,69.921,255
89,27.260,212.246,95.276,0,255,56.620,255
90,28.339,252.878,23.166,0,255,80.075,255
91,47.763,135.125,127.284,0,255,37.304,255
92,2.965,248.761,39.455,0,255,10.329,255
93,44.472,217.717,90.104,0,255,63.286,255
94,36.700,222.676,84.850,0,255,93.544,255
95,49.532,221.012,86.678,0,255,88.140,255
96,30.026,253.999,15.949,0,255,98.965,255
97,12.433,247.932,41.876,0,255,29.227,255
98,6.130,254.623,9.808,0,255,15.378,255
99,33.889,252.339,25.917,0,255,83.733,255
100,3.736,255.000,0.000,255,255,10.877,255
101,2.031,255.000,0.000,255,255,10.306,255
102,7.291,248.022,41.626,0,255,26.649,255
103,1.424,255.000,0.000,255,255,8.053,255
104,43.819,183.070,114.765,0,255,33.858,255
105,2.358,252.058,27.285,0,255,9.846,255
106,1.687,255.000,0.000,255,255,7.301,255
107,16.015,245.903,47.310,0,255,45.326,255
108,4.716,217.240,90.657,0,255,15.039,255
109,58.999,129.342,127.496,0,255,36.463,255
110,3.038,255.000,0.000,255,255,19.493,255
111,15.561,248.016,41.632,0,255,38.722,255
112,55.381,172.241,119.402,0,255,53.850,255
113,21.392,251.109,31.267,0,255,39.176,255
114,50.520,160.388,123.196,0,255,41.694,255
115,46.095,161.689,122.843,0,255,28.554,255
